,Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
60,VGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,BHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BILI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,CIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,COUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,GH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,GRUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,JKHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,LITE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,LNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,NIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,PDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,RH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,TME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,TNDM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,WLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,XEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,XPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,AAXJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,ASHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,BKLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,EWG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,EWH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,FAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,FEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,INDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,KBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,KRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,KWEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,MCHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,SCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,SKYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,SOXX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,SQQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,TQQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,TVIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,XBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,XLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,XLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,XLRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,ADT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,ALRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,AMBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,AVAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,AVID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,AXGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
